"","Federal Provider Number","facility_size","allshortages_ppe","allshortages_staff","Provider State","totdeaths_residents","anyshortage_staff","anyshortage_ppe"
"2471","115562","2",0,26,"GA",0,"1","0"
"2472","115563","2",0,0,"GA",114,"0","0"
"2473","115566","2",0,0,"GA",0,"0","0"
"2474","115568","2",0,0,"GA",120,"0","0"
"2475","115569","2",0,1,"GA",112.5,"1","0"
"2476","115570","1",0,30,"GA",139.5,"1","0"
"2477","115571","2",0,29,"GA",204.3,"1","0"
"2478","115573","2",0,26,"GA",203.8,"1","0"
"2479","115578","1",0,28,"GA",0,"1","0"
"2480","115580","2",0,30,"GA",58.8,"1","0"
"2481","115582","2",0,20,"GA",197,"1","0"
"2482","115584","2",0,19,"GA",88.6,"1","0"
"2483","115585","2",0,29,"GA",84.5,"1","0"
"2484","115586","2",0,15,"GA",295.1,"1","0"
"2485","115587","1",0,23,"GA",666.7,"1","0"
"2486","115588","1",0,29,"GA",21.3,"1","0"
"2487","115592","1",0,8,"GA",173.9,"1","0"
"2488","115593","1",0,29,"GA",125,"1","0"
"2489","115596","2",0,30,"GA",113.6,"1","0"
"2490","115597","1",0,1,"GA",71.4,"1","0"
"2491","115598","1",0,0,"GA",0,"0","0"
"2492","115599","1",0,0,"GA",58.8,"0","0"
"2493","115600","2",0,30,"GA",56.6,"1","0"
"2494","115601","1",0,0,"GA",76.9,"0","0"
"2495","115603","1",0,3,"GA",0,"1","0"
"2496","115605","1",0,0,"GA",90.9,"0","0"
"2497","115607","2",0,29,"GA",434.8,"1","0"
"2498","115608","1",0,27,"GA",0,"1","0"
"2499","115611","2",1,19,"GA",22.7,"1","1"
"2500","115612","2",0,27,"GA",72.3,"1","0"
"2501","115613","2",0,0,"GA",127.3,"0","0"
"2502","115614","1",0,30,"GA",0,"1","0"
"2503","115615","2",0,0,"GA",52,"0","0"
"2504","115616","1",0,30,"GA",0,"1","0"
"2505","115617","1",0,20,"GA",0,"1","0"
"2506","115618","1",0,11,"GA",0,"1","0"
"2507","115619","2",0,0,"GA",120.5,"0","0"
"2508","115621","2",0,3,"GA",14.5,"1","0"
"2509","115622","2",0,30,"GA",129.4,"1","0"
"2510","115624","2",0,29,"GA",61.9,"1","0"
"2511","115625","2",0,22,"GA",24.2,"1","0"
"2512","115626","1",0,29,"GA",142.9,"1","0"
"2513","115627","1",0,30,"GA",0,"1","0"
"2514","115628","2",0,18,"GA",0,"1","0"
"2515","115629","2",0,27,"GA",155.8,"1","0"
"2516","115631","1",0,30,"GA",207.5,"1","0"
"2517","115635","1",0,22,"GA",112.7,"1","0"
"2518","115636","1",0,0,"GA",0,"0","0"
"2519","115638","2",0,13,"GA",12.8,"1","0"
"2520","115641","2",0,0,"GA",93.8,"0","0"
"2521","115642","1",0,0,"GA",0,"0","0"
"2522","115643","2",0,29,"GA",78.9,"1","0"
"2523","115644","1",0,29,"GA",125,"1","0"
"2524","115645","1",0,29,"GA",0,"1","0"
"2525","115647","2",0,30,"GA",50.4,"1","0"
"2526","115649","1",0,30,"GA",0,"1","0"
"2527","115651","1",0,0,"GA",0,"0","0"
"2528","115652","1",0,29,"GA",195.7,"1","0"
"2529","115655","1",0,30,"GA",162.5,"1","0"
"2530","115656","1",0,0,"GA",0,"0","0"
"2531","115657","1",0,0,"GA",22.7,"0","0"
"2532","115658","2",0,25,"GA",0,"1","0"
"2533","115659","2",0,30,"GA",214.3,"1","0"
"2534","115660","2",1,24,"GA",207.2,"1","1"
"2535","115663","2",0,3,"GA",16.9,"1","0"
"2536","115665","2",0,30,"GA",0,"1","0"
"2537","115667","1",0,30,"GA",73.2,"1","0"
"2538","115668","1",0,21,"GA",0,"1","0"
"2539","115670","2",0,16,"GA",0,"1","0"
"2540","115671","1",0,20,"GA",175,"1","0"
"2541","115672","1",0,29,"GA",0,"1","0"
"2542","115673","1",0,30,"GA",0,"1","0"
"2543","115674","1",0,30,"GA",0,"1","0"
"2544","115675","1",0,0,"GA",40.8,"0","0"
"2545","115676","2",0,13,"GA",228.8,"1","0"
"2546","115677","1",0,30,"GA",24.4,"1","0"
"2547","115679","1",0,1,"GA",94.6,"1","0"
"2548","115680","1",0,18,"GA",100,"1","0"
"2549","115681","2",0,29,"GA",64.5,"1","0"
"2550","115682","2",0,28,"GA",82,"1","0"
"2551","115683","2",0,19,"GA",202.7,"1","0"
"2552","115684","1",1,26,"GA",69.8,"1","1"
"2553","115685","1",0,17,"GA",222.2,"1","0"
"2554","115686","1",0,29,"GA",0,"1","0"
"2555","115687","1",0,30,"GA",0,"1","0"
"2556","115688","2",0,0,"GA",62.5,"0","0"
"2557","115689","2",0,30,"GA",38,"1","0"
"2558","115690","1",0,29,"GA",34.5,"1","0"
"2559","115694","1",0,28,"GA",0,"1","0"
"2560","115695","2",0,13,"GA",71.4,"1","0"
"2561","115696","1",0,2,"GA",44.4,"1","0"
"2562","115697","2",0,0,"GA",0,"0","0"
"2563","115700","2",0,30,"GA",250,"1","0"
"2564","115701","2",0,30,"GA",152.8,"1","0"
"2565","115702","1",0,30,"GA",20.8,"1","0"
"2566","115703","1",0,25,"GA",0,"1","0"
"2567","115704","1",0,10,"GA",333.3,"1","0"
"2568","115705","2",0,29,"GA",0,"1","0"
"2569","115706","1",0,29,"GA",0,"1","0"
"2570","115707","1",0,30,"GA",90.9,"1","0"
"2571","115708","1",0,0,"GA",0,"0","0"
"2572","115709","2",0,6,"GA",24.4,"1","0"
"2573","115710","1",0,30,"GA",208.3,"1","0"
"2574","115712","1",0,4,"GA",0,"1","0"
"2575","115713","1",0,0,"GA",0,"0","0"
"2576","115714","2",0,0,"GA",87.4,"0","0"
"2577","115715","1",0,30,"GA",0,"1","0"
"2578","115716","1",0,30,"GA",272.7,"1","0"
"2579","115717","2",0,0,"GA",72.5,"0","0"
"2580","115718","1",0,30,"GA",0,"1","0"
"2581","115719","2",0,30,"GA",0,"1","0"
"2582","115720","2",0,29,"GA",82.2,"1","0"
"2583","115721","2",0,0,"GA",84.5,"0","0"
"2584","115722","1",0,25,"GA",0,"1","0"
"2585","115723","1",0,30,"GA",0,"1","0"
"2586","115724","1",0,0,"GA",0,"0","0"
"2587","115725","1",0,9,"GA",121.2,"1","0"
"2588","115726","1",0,0,"GA",0,"0","0"
"2589","115727","2",0,13,"GA",97.8,"1","0"
"2590","115728","2",0,0,"GA",125,"0","0"
"2591","115729","1",0,0,"GA",0,"0","0"
"2592","115733","2",0,7,"GA",98,"1","0"
"2593","115771","2",0,30,"GA",57.7,"1","0"
"2594","11A186","1",0,30,"GA",0,"1","0"
"2595","11A200","1",0,30,"GA",0,"1","0"
"2596","125002","1",0,30,"HI",0,"1","0"
"2597","125003","2",0,30,"HI",0,"1","0"
"2598","125004","2",0,30,"HI",0,"1","0"
"2599","125007","2",0,30,"HI",0,"1","0"
"2600","125009","2",0,18,"HI",0,"1","0"
"2601","125010","2",0,30,"HI",0,"1","0"
"2602","125011","2",0,30,"HI",52.9,"1","0"
"2603","125013","2",0,26,"HI",0,"1","0"
"2604","125014","1",0,29,"HI",14.7,"1","0"
"2605","125015","2",0,30,"HI",0,"1","0"
"2606","125019","2",0,3,"HI",0,"1","0"
"2607","125020","2",0,30,"HI",19.6,"1","0"
"2608","125021","1",4,27,"HI",0,"1","1"
"2609","125023","1",0,29,"HI",0,"1","0"
"2610","125024","1",0,30,"HI",0,"1","0"
"2611","125026","2",0,6,"HI",0,"1","0"
"2612","125029","1",2,29,"HI",0,"1","1"
"2613","125031","1",0,0,"HI",0,"0","0"
"2614","125032","1",0,30,"HI",0,"1","0"
"2615","125033","1",0,30,"HI",0,"1","0"
"2616","125038","2",0,11,"HI",0,"1","0"
"2617","125040","2",0,27,"HI",57.1,"1","0"
"2618","125041","1",0,8,"HI",120.7,"1","0"
"2619","125042","1",0,28,"HI",0,"1","0"
"2620","125043","2",0,6,"HI",0,"1","0"
"2621","125045","2",0,0,"HI",0,"0","0"
"2622","125046","1",0,29,"HI",0,"1","0"
"2623","125047","1",0,30,"HI",0,"1","0"
"2624","125048","1",0,0,"HI",0,"0","0"
"2625","125050","1",0,0,"HI",0,"0","0"
"2626","125051","2",0,16,"HI",0,"1","0"
"2627","125052","1",0,30,"HI",0,"1","0"
"2628","125055","1",0,29,"HI",21.3,"1","0"
"2629","125056","1",0,30,"HI",0,"1","0"
"2630","125057","1",0,0,"HI",0,"0","0"
"2631","125058","1",0,30,"HI",627.9,"1","0"
"2632","125059","2",0,0,"HI",0,"0","0"
"2633","125061","1",0,13,"HI",0,"1","0"
"2634","125062","1",0,29,"HI",0,"1","0"
"2635","125063","1",0,25,"HI",0,"1","0"
"2636","125064","2",0,30,"HI",0,"1","0"
"2637","125065","2",0,28,"HI",0,"1","0"
"2638","125066","1",0,27,"HI",0,"1","0"
"2639","135004","1",0,28,"ID",0,"1","0"
"2640","135006","1",0,20,"ID",0,"1","0"
"2641","135007","1",0,29,"ID",0,"1","0"
"2642","135010","1",0,22,"ID",69,"1","0"
"2643","135011","1",0,29,"ID",109.1,"1","0"
"2644","135014","1",1,30,"ID",217.4,"1","1"
"2645","135015","1",0,30,"ID",0,"1","0"
"2646","135018","2",0,30,"ID",20.4,"1","0"
"2647","135020","1",0,30,"ID",228.6,"1","0"
"2648","135038","2",0,0,"ID",173.9,"0","0"
"2649","135042","2",0,0,"ID",189.7,"0","0"
"2650","135048","1",0,30,"ID",69,"1","0"
"2651","135051","2",0,29,"ID",232.6,"1","0"
"2652","135052","2",0,30,"ID",0,"1","0"
"2653","135053","1",0,0,"ID",317.1,"0","0"
"2654","135056","1",0,5,"ID",296.3,"1","0"
"2655","135058","1",0,30,"ID",0,"1","0"
"2656","135060","1",0,30,"ID",333.3,"1","0"
"2657","135064","1",1,22,"ID",217.4,"1","1"
"2658","135065","1",0,10,"ID",170.2,"1","0"
"2659","135066","1",0,22,"ID",0,"1","0"
"2660","135067","1",0,21,"ID",0,"1","0"
"2661","135068","1",0,30,"ID",0,"1","0"
"2662","135069","1",0,10,"ID",0,"1","0"
"2663","135070","1",0,30,"ID",0,"1","0"
"2664","135076","2",0,30,"ID",95.2,"1","0"
"2665","135077","1",1,29,"ID",100,"1","1"
"2666","135080","1",0,27,"ID",320,"1","0"
"2667","135081","1",0,21,"ID",22.2,"1","0"
"2668","135082","1",0,30,"ID",0,"1","0"
"2669","135084","1",0,0,"ID",88.2,"0","0"
"2670","135085","1",0,20,"ID",12.8,"1","0"
"2671","135087","1",0,24,"ID",263.2,"1","0"
"2672","135089","1",0,25,"ID",0,"1","0"
"2673","135091","1",0,23,"ID",0,"1","0"
"2674","135092","2",6,26,"ID",76.9,"1","1"
"2675","135093","1",0,30,"ID",23.3,"1","0"
"2676","135094","1",0,12,"ID",85.1,"1","0"
"2677","135097","1",0,0,"ID",0,"0","0"
"2678","135098","2",0,23,"ID",104.5,"1","0"
"2679","135102","1",2,28,"ID",0,"1","1"
"2680","135103","2",0,30,"ID",68.2,"1","0"
"2681","135105","2",0,19,"ID",0,"1","0"
"2682","135110","1",0,27,"ID",26.3,"1","0"
"2683","135111","1",0,30,"ID",0,"1","0"
"2684","135113","2",0,30,"ID",375,"1","0"
"2685","135114","1",1,19,"ID",0,"1","1"
"2686","135122","2",0,17,"ID",35.1,"1","0"
"2687","135123","2",0,10,"ID",87,"1","0"
"2688","135125","2",0,29,"ID",70.4,"1","0"
"2689","135127","1",0,0,"ID",32.3,"0","0"
"2690","135128","1",0,29,"ID",49.2,"1","0"
"2691","135129","1",0,10,"ID",0,"1","0"
"2692","135130","1",0,29,"ID",0,"1","0"
"2693","135131","2",0,11,"ID",137,"1","0"
"2694","135132","1",0,29,"ID",0,"1","0"
"2695","135133","1",0,18,"ID",0,"1","0"
"2696","135134","1",0,30,"ID",115.4,"1","0"
"2697","135135","2",0,22,"ID",14.7,"1","0"
"2698","135136","1",1,30,"ID",0,"1","1"
"2699","135137","1",0,26,"ID",0,"1","0"
"2700","135138","1",0,28,"ID",0,"1","0"
"2701","135139","1",0,30,"ID",71.4,"1","0"
"2702","135142","1",0,27,"ID",66.7,"1","0"
"2703","135143","1",0,8,"ID",0,"1","0"
"2704","135144","1",0,17,"ID",88.6,"1","0"
"2705","135145","1",0,30,"ID",58.8,"1","0"
"2706","135147","1",0,16,"ID",0,"1","0"
"2707","145000","2",0,0,"IL",139.2,"0","0"
"2708","145004","1",0,30,"IL",133.3,"1","0"
"2709","145006","2",0,30,"IL",179.2,"1","0"
"2710","145008","1",0,29,"IL",185.2,"1","0"
"2711","145011","2",0,30,"IL",213.3,"1","0"
"2712","145012","1",0,28,"IL",195.1,"1","0"
"2713","145016","1",0,30,"IL",0,"1","0"
"2714","145021","1",0,30,"IL",428.6,"1","0"
"2715","145024","2",0,22,"IL",0,"1","0"
"2716","145026","2",0,30,"IL",20.4,"1","0"
"2717","145027","2",0,30,"IL",228.6,"1","0"
"2718","145029","2",0,30,"IL",276.6,"1","0"
"2719","145031","2",0,12,"IL",29.4,"1","0"
"2720","145043","2",0,30,"IL",0,"1","0"
"2721","145044","2",0,29,"IL",152.5,"1","0"
"2722","145045","2",1,30,"IL",106.1,"1","1"
"2723","145050","2",0,25,"IL",48,"1","0"
"2724","145058","2",0,29,"IL",354.2,"1","0"
"2725","145062","2",0,13,"IL",0,"1","0"
"2726","145070","2",0,29,"IL",210,"1","0"
"2727","145087","2",0,30,"IL",81.6,"1","0"
"2728","145102","1",0,28,"IL",166.7,"1","0"
"2729","145111","2",0,0,"IL",0,"0","0"
"2730","145121","1",1,21,"IL",297.3,"1","1"
"2731","145122","1",0,30,"IL",360,"1","0"
"2732","145126","1",0,30,"IL",84.5,"1","0"
"2733","145135","2",0,12,"IL",134.8,"1","0"
"2734","145136","1",0,0,"IL",78.9,"0","0"
"2735","145142","2",0,30,"IL",73.8,"1","0"
"2736","145151","1",0,27,"IL",383,"1","0"
"2737","145171","2",0,0,"IL",103.6,"0","0"
"2738","145173","2",0,30,"IL",41.3,"1","0"
"2739","145180","2",0,29,"IL",5.4,"1","0"
"2740","145183","1",0,25,"IL",140,"1","0"
"2741","145197","2",0,30,"IL",80,"1","0"
"2742","145198","2",0,30,"IL",96.8,"1","0"
"2743","145199","2",0,29,"IL",95.2,"1","0"
"2744","145208","2",0,30,"IL",218.8,"1","0"
"2745","145211","2",0,30,"IL",145.5,"1","0"
"2746","145213","2",0,22,"IL",39.2,"1","0"
"2747","145219","2",0,30,"IL",239.1,"1","0"
"2748","145220","2",0,2,"IL",63.5,"1","0"
"2749","145221","2",0,29,"IL",83.3,"1","0"
"2750","145222","2",1,26,"IL",152.9,"1","1"
"2751","145229","2",0,16,"IL",122.2,"1","0"
"2752","145235","1",0,28,"IL",0,"1","0"
"2753","145237","2",0,9,"IL",218.4,"1","0"
"2754","145239","1",0,10,"IL",45.5,"1","0"
"2755","145241","2",0,28,"IL",361.1,"1","0"
"2756","145243","1",0,6,"IL",118.6,"1","0"
"2757","145244","2",0,30,"IL",70.5,"1","0"
"2758","145246","2",0,30,"IL",134.5,"1","0"
"2759","145247","2",0,0,"IL",0,"0","0"
"2760","145248","2",0,19,"IL",245.9,"1","0"
"2761","145256","2",0,28,"IL",301.6,"1","0"
"2762","145257","2",0,29,"IL",325.6,"1","0"
"2763","145259","2",0,28,"IL",69.2,"1","0"
"2764","145261","2",0,18,"IL",184.6,"1","0"
"2765","145266","1",0,0,"IL",107.1,"0","0"
"2766","145267","2",0,23,"IL",292.3,"1","0"
"2767","145268","2",0,28,"IL",42.9,"1","0"
"2768","145271","1",0,29,"IL",58.8,"1","0"
"2769","145273","1",1,24,"IL",380,"1","1"
"2770","145275","2",0,0,"IL",254,"0","0"
"2771","145278","2",0,30,"IL",206.3,"1","0"
"2772","145285","2",0,29,"IL",246.2,"1","0"
"2773","145286","1",0,30,"IL",222.2,"1","0"
"2774","145289","2",0,23,"IL",47.6,"1","0"
"2775","145290","2",0,24,"IL",18.3,"1","0"
"2776","145294","2",0,30,"IL",87.7,"1","0"
"2777","145304","2",0,30,"IL",42.9,"1","0"
"2778","145307","2",0,29,"IL",9.8,"1","0"
"2779","145308","2",0,21,"IL",314.6,"1","0"
"2780","145312","2",0,30,"IL",230.8,"1","0"
"2781","145316","2",0,0,"IL",22.6,"0","0"
"2782","145319","1",0,30,"IL",195.7,"1","0"
"2783","145323","1",0,28,"IL",11.9,"1","0"
"2784","145329","2",0,30,"IL",156.6,"1","0"
"2785","145333","2",0,30,"IL",79.5,"1","0"
"2786","145334","2",0,30,"IL",9.3,"1","0"
"2787","145336","2",0,30,"IL",79.7,"1","0"
"2788","145337","2",0,12,"IL",8.4,"1","0"
"2789","145338","2",1,30,"IL",190.5,"1","1"
"2790","145339","2",0,30,"IL",126.1,"1","0"
"2791","145341","2",0,30,"IL",23.1,"1","0"
"2792","145343","2",0,26,"IL",37.3,"1","0"
"2793","145344","2",0,30,"IL",583.3,"1","0"
"2794","145347","1",0,29,"IL",375,"1","0"
"2795","145350","2",0,26,"IL",60.6,"1","0"
"2796","145358","2",1,27,"IL",58,"1","1"
"2797","145363","2",0,30,"IL",121.6,"1","0"
"2798","145364","2",0,28,"IL",0,"1","0"
"2799","145367","2",0,28,"IL",122.4,"1","0"
"2800","145370","2",0,0,"IL",33.3,"0","0"
"2801","145371","2",0,28,"IL",14.5,"1","0"
"2802","145376","1",2,25,"IL",96.8,"1","1"
"2803","145379","2",0,30,"IL",28,"1","0"
"2804","145380","1",0,30,"IL",175,"1","0"
"2805","145381","2",0,30,"IL",29,"1","0"
"2806","145382","2",0,30,"IL",135.9,"1","0"
"2807","145384","2",0,30,"IL",520,"1","0"
"2808","145386","2",0,30,"IL",357.1,"1","0"
"2809","145387","2",0,30,"IL",161.8,"1","0"
"2810","145388","2",0,25,"IL",154.9,"1","0"
"2811","145389","2",0,8,"IL",170.2,"1","0"
"2812","145400","1",0,30,"IL",32.8,"1","0"
"2813","145403","2",0,29,"IL",184.4,"1","0"
"2814","145404","1",0,29,"IL",0,"1","0"
"2815","145405","2",0,30,"IL",100,"1","0"
"2816","145406","2",0,25,"IL",66.7,"1","0"
"2817","145409","1",1,27,"IL",0,"1","1"
"2818","145410","2",0,30,"IL",400,"1","0"
"2819","145411","1",0,12,"IL",76.9,"1","0"
"2820","145413","2",0,29,"IL",0,"1","0"
"2821","145414","1",0,30,"IL",145.8,"1","0"
"2822","145415","2",0,30,"IL",166.7,"1","0"
"2823","145416","1",1,25,"IL",363.6,"1","1"
"2824","145418","2",0,27,"IL",35.7,"1","0"
"2825","145419","2",0,29,"IL",37.3,"1","0"
"2826","145420","2",0,30,"IL",23,"1","0"
"2827","145422","2",0,19,"IL",321.4,"1","0"
"2828","145424","2",0,28,"IL",325.7,"1","0"
"2829","145426","2",0,27,"IL",234,"1","0"
"2830","145429","2",0,30,"IL",44.3,"1","0"
"2831","145430","2",1,0,"IL",69.4,"0","1"
"2832","145431","2",3,28,"IL",0,"1","1"
"2833","145433","2",0,30,"IL",33.7,"1","0"
"2834","145434","2",0,29,"IL",97.6,"1","0"
"2835","145436","2",0,24,"IL",137.5,"1","0"
"2836","145438","1",0,0,"IL",42.6,"0","0"
"2837","145439","2",0,0,"IL",29,"0","0"
"2838","145440","2",0,30,"IL",231.7,"1","0"
"2839","145441","2",0,0,"IL",244.4,"0","0"
"2840","145442","2",0,26,"IL",212.1,"1","0"
"2841","145443","2",0,20,"IL",300,"1","0"
"2842","145445","2",0,21,"IL",171.2,"1","0"
"2843","145446","2",0,11,"IL",322.2,"1","0"
"2844","145447","1",0,30,"IL",16.9,"1","0"
"2845","145449","1",0,28,"IL",127.3,"1","0"
"2846","145450","2",0,30,"IL",8.5,"1","0"
"2847","145453","2",0,26,"IL",32,"1","0"
"2848","145454","1",0,30,"IL",0,"1","0"
"2849","145456","1",0,30,"IL",59.7,"1","0"
"2850","145457","1",0,0,"IL",300,"0","0"
"2851","145458","2",0,30,"IL",151.9,"1","0"
"2852","145460","2",0,30,"IL",126.2,"1","0"
"2853","145464","1",0,30,"IL",0,"1","0"
"2854","145465","2",0,0,"IL",39.2,"0","0"
"2855","145466","1",0,12,"IL",230.8,"1","0"
"2856","145468","2",0,28,"IL",402.6,"1","0"
"2857","145469","2",0,16,"IL",361.1,"1","0"
"2858","145470","1",0,24,"IL",0,"1","0"
"2859","145471","2",1,10,"IL",333.3,"1","1"
"2860","145473","2",0,30,"IL",257.7,"1","0"
"2861","145476","2",0,30,"IL",160,"1","0"
"2862","145478","1",0,0,"IL",0,"0","0"
"2863","145479","2",0,21,"IL",103.4,"1","0"
"2864","145482","2",0,0,"IL",110.4,"0","0"
"2865","145483","2",0,17,"IL",0,"1","0"
"2866","145484","2",0,27,"IL",20.4,"1","0"
"2867","145486","1",0,29,"IL",38,"1","0"
"2868","145488","1",0,28,"IL",181.8,"1","0"
"2869","145489","1",0,0,"IL",310.3,"0","0"
"2870","145494","2",0,16,"IL",60.6,"1","0"
"2871","145495","1",0,29,"IL",113.2,"1","0"
"2872","145497","1",0,17,"IL",0,"1","0"
"2873","145500","2",0,7,"IL",0,"1","0"
"2874","145502","1",0,27,"IL",346.9,"1","0"
"2875","145508","2",0,30,"IL",14.3,"1","0"
"2876","145511","2",0,29,"IL",116.7,"1","0"
"2877","145514","1",0,0,"IL",291.7,"0","0"
"2878","145515","2",0,30,"IL",23.3,"1","0"
"2879","145517","1",0,3,"IL",0,"1","0"
"2880","145518","1",0,0,"IL",200,"0","0"
"2881","145519","2",0,30,"IL",282.1,"1","0"
"2882","145522","2",0,30,"IL",33.3,"1","0"
"2883","145524","1",0,30,"IL",115.4,"1","0"
"2884","145527","1",0,30,"IL",307.7,"1","0"
"2885","145532","2",0,29,"IL",126.3,"1","0"
"2886","145536","2",0,29,"IL",285.7,"1","0"
"2887","145538","2",0,30,"IL",500,"1","0"
"2888","145546","1",0,30,"IL",20,"1","0"
"2889","145547","2",0,30,"IL",0,"1","0"
"2890","145548","1",0,0,"IL",95.2,"0","0"
"2891","145549","2",0,27,"IL",51.6,"1","0"
"2892","145552","1",0,16,"IL",1166.7,"1","0"
"2893","145555","2",0,6,"IL",442.3,"1","0"
"2894","145557","2",0,30,"IL",35.7,"1","0"
"2895","145563","2",0,29,"IL",225.8,"1","0"
"2896","145568","1",0,30,"IL",0,"1","0"
"2897","145571","2",0,30,"IL",216.9,"1","0"
"2898","145572","1",0,30,"IL",0,"1","0"
"2899","145579","1",0,30,"IL",0,"1","0"
"2900","145581","2",0,5,"IL",51.3,"1","0"
"2901","145582","2",0,30,"IL",26.3,"1","0"
"2902","145583","1",0,17,"IL",0,"1","0"
"2903","145584","2",0,0,"IL",0,"0","0"
"2904","145585","2",0,0,"IL",84.3,"0","0"
"2905","145591","2",0,2,"IL",86.2,"1","0"
"2906","145593","2",1,26,"IL",42.6,"1","1"
"2907","145596","2",0,29,"IL",185.2,"1","0"
"2908","145597","2",0,30,"IL",28.2,"1","0"
"2909","145598","2",0,29,"IL",568.2,"1","0"
"2910","145600","1",0,23,"IL",169.8,"1","0"
"2911","145601","1",0,30,"IL",359,"1","0"
"2912","145602","2",0,30,"IL",187.5,"1","0"
"2913","145603","2",0,30,"IL",34.5,"1","0"
"2914","145606","1",0,30,"IL",17.9,"1","0"
"2915","145607","2",0,30,"IL",198.3,"1","0"
"2916","145608","2",0,30,"IL",133.3,"1","0"
"2917","145609","1",0,27,"IL",114.3,"1","0"
"2918","145610","1",0,0,"IL",290.3,"0","0"
"2919","145611","2",0,30,"IL",418.2,"1","0"
"2920","145612","1",0,29,"IL",200,"1","0"
"2921","145613","2",0,30,"IL",30,"1","0"
"2922","145614","2",0,29,"IL",164.9,"1","0"
"2923","145615","2",0,27,"IL",173.1,"1","0"
"2924","145616","1",0,29,"IL",317.1,"1","0"
"2925","145618","2",0,0,"IL",28.6,"0","0"
"2926","145619","2",0,28,"IL",55.6,"1","0"
"2927","145621","2",0,27,"IL",125,"1","0"
"2928","145623","2",1,29,"IL",0,"1","1"
"2929","145624","2",0,3,"IL",708.3,"1","0"
"2930","145624","1",0,3,"IL",708.3,"1","0"
"2931","145625","2",1,28,"IL",0,"1","1"
"2932","145626","2",0,30,"IL",352.9,"1","0"
"2933","145628","2",0,22,"IL",0,"1","0"
"2934","145629","2",0,30,"IL",145.8,"1","0"
"2935","145630","2",0,30,"IL",63.6,"1","0"
"2936","145631","1",0,9,"IL",0,"1","0"
"2937","145632","2",0,5,"IL",15.3,"1","0"
"2938","145634","2",0,30,"IL",147.8,"1","0"
"2939","145636","2",0,26,"IL",340,"1","0"
"2940","145637","1",0,15,"IL",27.8,"1","0"
"2941","145638","2",0,4,"IL",100,"1","0"
"2942","145639","2",0,3,"IL",110.5,"1","0"
"2943","145640","1",0,23,"IL",222.2,"1","0"
"2944","145643","1",0,0,"IL",58.8,"0","0"
"2945","145646","2",0,24,"IL",76.9,"1","0"
"2946","145647","2",0,29,"IL",229.5,"1","0"
"2947","145648","2",0,29,"IL",20.8,"1","0"
"2948","145649","1",1,8,"IL",265.3,"1","1"
"2949","145650","2",0,30,"IL",87.3,"1","0"
"2950","145651","2",0,23,"IL",144.3,"1","0"
"2951","145652","2",0,30,"IL",0,"1","0"
"2952","145655","2",0,30,"IL",95.2,"1","0"
"2953","145656","1",0,12,"IL",71.4,"1","0"
"2954","145657","2",0,30,"IL",205.6,"1","0"
"2955","145658","1",2,30,"IL",125,"1","1"
"2956","145659","2",0,30,"IL",194.4,"1","0"
"2957","145660","2",1,3,"IL",134.3,"1","1"
"2958","145661","2",0,30,"IL",9.8,"1","0"
"2959","145662","2",0,30,"IL",293.8,"1","0"
"2960","145663","1",0,29,"IL",216.2,"1","0"
"2961","145664","1",0,30,"IL",18.5,"1","0"
"2962","145666","2",0,29,"IL",61.5,"1","0"
"2963","145667","2",0,29,"IL",103.1,"1","0"
"2964","145668","2",0,26,"IL",107.5,"1","0"
"2965","145669","2",0,13,"IL",0,"1","0"
"2966","145670","2",0,30,"IL",85.7,"1","0"
"2967","145673","2",0,27,"IL",102.6,"1","0"
"2968","145678","2",0,30,"IL",116.5,"1","0"
"2969","145679","2",0,0,"IL",75.1,"0","0"
"2970","145680","2",1,30,"IL",173.1,"1","1"
"2971","145681","2",0,30,"IL",174.8,"1","0"
"2972","145683","2",0,30,"IL",114.9,"1","0"
"2973","145684","2",0,30,"IL",277.1,"1","0"
"2974","145685","1",0,29,"IL",125,"1","0"
"2975","145688","2",0,30,"IL",39.7,"1","0"
"2976","145689","2",1,30,"IL",328,"1","1"
"2977","145691","1",1,30,"IL",227.3,"1","1"
"2978","145692","1",0,0,"IL",194.4,"0","0"
"2979","145694","2",0,29,"IL",0,"1","0"
"2980","145697","2",0,0,"IL",344.3,"0","0"
"2981","145699","2",0,29,"IL",55.6,"1","0"
"2982","145700","2",1,30,"IL",16.7,"1","1"
"2983","145701","2",0,30,"IL",41.2,"1","0"
"2984","145702","1",0,29,"IL",0,"1","0"
"2985","145703","2",0,29,"IL",32.3,"1","0"
"2986","145704","1",0,30,"IL",0,"1","0"
"2987","145706","2",0,29,"IL",60,"1","0"
"2988","145708","1",0,30,"IL",58.8,"1","0"
"2989","145710","2",0,29,"IL",39.7,"1","0"
"2990","145711","2",0,12,"IL",0,"1","0"
"2991","145712","2",0,30,"IL",40.5,"1","0"
"2992","145713","2",0,1,"IL",49.2,"1","0"
"2993","145715","2",3,11,"IL",148.1,"1","1"
"2994","145718","2",0,0,"IL",69.6,"0","0"
"2995","145720","2",0,28,"IL",294.1,"1","0"
"2996","145721","1",0,26,"IL",609.8,"1","0"
"2997","145724","2",0,30,"IL",344.3,"1","0"
"2998","145727","1",0,0,"IL",0,"0","0"
"2999","145728","2",0,30,"IL",98.6,"1","0"
"3000","145729","2",0,27,"IL",229.5,"1","0"
