"","Federal Provider Number","facility_size","allshortages_ppe","allshortages_staff","Provider State","totdeaths_residents","anyshortage_staff","anyshortage_ppe"
"13149","675013","1",0,30,"TX",125,"1","0"
"13150","675014","1",0,30,"TX",22.7,"1","0"
"13151","675016","2",0,24,"TX",210.5,"1","0"
"13152","675017","2",0,30,"TX",0,"1","0"
"13153","675018","2",0,25,"TX",80,"1","0"
"13154","675019","2",0,26,"TX",92.3,"1","0"
"13155","675020","2",0,25,"TX",41.1,"1","0"
"13156","675021","1",0,29,"TX",240,"1","0"
"13157","675025","1",0,29,"TX",97.6,"1","0"
"13158","675028","2",0,13,"TX",15.6,"1","0"
"13159","675032","2",1,13,"TX",92.3,"1","1"
"13160","675033","2",0,29,"TX",123.1,"1","0"
"13161","675034","2",0,15,"TX",53.6,"1","0"
"13162","675035","1",0,29,"TX",161.3,"1","0"
"13163","675038","1",0,30,"TX",38.5,"1","0"
"13164","675042","1",0,28,"TX",27.8,"1","0"
"13165","675044","2",0,30,"TX",65.2,"1","0"
"13166","675046","2",0,30,"TX",53.3,"1","0"
"13167","675049","2",0,30,"TX",108.1,"1","0"
"13168","675051","1",0,30,"TX",0,"1","0"
"13169","675052","1",0,30,"TX",200,"1","0"
"13170","675053","1",0,30,"TX",0,"1","0"
"13171","675055","2",0,30,"TX",0,"1","0"
"13172","675057","2",0,30,"TX",0,"1","0"
"13173","675058","1",0,30,"TX",95.2,"1","0"
"13174","675061","1",0,28,"TX",333.3,"1","0"
"13175","675065","1",0,29,"TX",90.9,"1","0"
"13176","675066","2",0,1,"TX",121.2,"1","0"
"13177","675067","1",0,28,"TX",0,"1","0"
"13178","675071","1",0,30,"TX",50,"1","0"
"13179","675075","1",0,30,"TX",0,"1","0"
"13180","675076","1",0,29,"TX",0,"1","0"
"13181","675079","2",0,18,"TX",31.3,"1","0"
"13182","675080","2",0,29,"TX",45.5,"1","0"
"13183","675081","2",0,30,"TX",166.7,"1","0"
"13184","675084","2",0,27,"TX",166.7,"1","0"
"13185","675085","2",0,19,"TX",61.4,"1","0"
"13186","675086","1",1,29,"TX",0,"1","1"
"13187","675089","2",0,16,"TX",250,"1","0"
"13188","675093","1",0,28,"TX",205.9,"1","0"
"13189","675095","1",1,30,"TX",41.7,"1","1"
"13190","675096","2",0,18,"TX",0,"1","0"
"13191","675098","1",0,18,"TX",324.3,"1","0"
"13192","675101","2",0,30,"TX",150,"1","0"
"13193","675103","1",0,30,"TX",151.5,"1","0"
"13194","675104","2",0,30,"TX",233.3,"1","0"
"13195","675105","2",0,14,"TX",0,"1","0"
"13196","675106","2",0,27,"TX",119.4,"1","0"
"13197","675109","2",0,30,"TX",16.7,"1","0"
"13198","675110","2",0,30,"TX",203.1,"1","0"
"13199","675111","2",0,30,"TX",98,"1","0"
"13200","675112","2",0,22,"TX",33.9,"1","0"
"13201","675113","2",1,26,"TX",260.9,"1","1"
"13202","675120","1",0,30,"TX",26.3,"1","0"
"13203","675127","2",0,30,"TX",17.5,"1","0"
"13204","675128","2",0,30,"TX",58.8,"1","0"
"13205","675132","1",0,30,"TX",0,"1","0"
"13206","675133","2",0,18,"TX",50.6,"1","0"
"13207","675134","1",0,18,"TX",179.5,"1","0"
"13208","675136","2",0,30,"TX",17.5,"1","0"
"13209","675138","2",0,24,"TX",280.7,"1","0"
"13210","675139","1",0,10,"TX",0,"1","0"
"13211","675140","1",0,29,"TX",428.6,"1","0"
"13212","675141","2",0,1,"TX",54.5,"1","0"
"13213","675142","2",0,27,"TX",120,"1","0"
"13214","675144","2",0,29,"TX",0,"1","0"
"13215","675145","2",0,24,"TX",169.5,"1","0"
"13216","675151","1",0,14,"TX",30.3,"1","0"
"13217","675152","1",0,30,"TX",16.7,"1","0"
"13218","675153","2",0,25,"TX",70.7,"1","0"
"13219","675162","2",0,21,"TX",90.9,"1","0"
"13220","675169","1",0,12,"TX",100,"1","0"
"13221","675170","1",1,30,"TX",21.7,"1","1"
"13222","675171","2",1,28,"TX",33.3,"1","1"
"13223","675172","2",0,13,"TX",145.2,"1","0"
"13224","675175","2",0,30,"TX",100,"1","0"
"13225","675177","1",0,30,"TX",0,"1","0"
"13226","675181","2",0,26,"TX",452.8,"1","0"
"13227","675182","1",0,14,"TX",310.3,"1","0"
"13228","675183","2",0,30,"TX",14.9,"1","0"
"13229","675185","2",1,10,"TX",82.5,"1","1"
"13230","675196","2",1,0,"TX",81.1,"0","1"
"13231","675201","2",0,30,"TX",0,"1","0"
"13232","675205","1",0,8,"TX",0,"1","0"
"13233","675206","1",0,28,"TX",0,"1","0"
"13234","675210","2",0,24,"TX",0,"1","0"
"13235","675212","2",0,29,"TX",27.4,"1","0"
"13236","675220","2",0,13,"TX",0,"1","0"
"13237","675222","2",0,21,"TX",0,"1","0"
"13238","675225","2",0,30,"TX",1666.7,"1","0"
"13239","675226","2",0,28,"TX",264.4,"1","0"
"13240","675229","2",0,15,"TX",88.2,"1","0"
"13241","675231","2",0,17,"TX",101.7,"1","0"
"13242","675233","2",0,5,"TX",157.1,"1","0"
"13243","675234","1",0,29,"TX",42.6,"1","0"
"13244","675238","1",0,30,"TX",0,"1","0"
"13245","675240","1",0,25,"TX",178.6,"1","0"
"13246","675241","2",0,20,"TX",93.8,"1","0"
"13247","675251","1",0,18,"TX",0,"1","0"
"13248","675253","1",0,30,"TX",0,"1","0"
"13249","675259","1",0,28,"TX",44.4,"1","0"
"13250","675267","2",0,22,"TX",102,"1","0"
"13251","675270","1",0,30,"TX",0,"1","0"
"13252","675271","2",0,12,"TX",209.3,"1","0"
"13253","675272","2",0,30,"TX",99.1,"1","0"
"13254","675277","1",0,9,"TX",93.8,"1","0"
"13255","675279","1",0,29,"TX",0,"1","0"
"13256","675281","2",2,30,"TX",0,"1","1"
"13257","675282","2",0,16,"TX",0,"1","0"
"13258","675289","2",0,14,"TX",21.7,"1","0"
"13259","675291","1",0,24,"TX",384.6,"1","0"
"13260","675292","1",0,15,"TX",333.3,"1","0"
"13261","675293","2",0,27,"TX",0,"1","0"
"13262","675295","1",0,9,"TX",21.3,"1","0"
"13263","675305","2",0,30,"TX",65.8,"1","0"
"13264","675306","2",1,15,"TX",0,"1","1"
"13265","675307","1",0,22,"TX",181.8,"1","0"
"13266","675309","2",1,25,"TX",0,"1","1"
"13267","675311","1",0,26,"TX",322.6,"1","0"
"13268","675312","1",0,30,"TX",65.2,"1","0"
"13269","675317","2",0,24,"TX",283,"1","0"
"13270","675319","1",0,30,"TX",261.9,"1","0"
"13271","675321","2",1,0,"TX",180.7,"0","1"
"13272","675326","2",0,22,"TX",40,"1","0"
"13273","675327","1",1,30,"TX",55.6,"1","1"
"13274","675329","1",1,28,"TX",102.6,"1","1"
"13275","675330","2",0,30,"TX",189.2,"1","0"
"13276","675336","1",0,15,"TX",261.9,"1","0"
"13277","675338","1",0,30,"TX",0,"1","0"
"13278","675344","1",1,16,"TX",0,"1","1"
"13279","675346","2",0,30,"TX",282.1,"1","0"
"13280","675350","1",0,21,"TX",50,"1","0"
"13281","675352","2",0,28,"TX",30.8,"1","0"
"13282","675356","1",1,9,"TX",0,"1","1"
"13283","675358","1",0,29,"TX",245.3,"1","0"
"13284","675360","2",0,27,"TX",80,"1","0"
"13285","675361","2",0,30,"TX",13.9,"1","0"
"13286","675363","2",1,23,"TX",129.6,"1","1"
"13287","675364","1",0,21,"TX",125,"1","0"
"13288","675365","2",1,5,"TX",0,"1","1"
"13289","675367","2",0,29,"TX",64.5,"1","0"
"13290","675369","1",0,29,"TX",48.4,"1","0"
"13291","675370","1",0,30,"TX",76.9,"1","0"
"13292","675372","1",0,25,"TX",32.3,"1","0"
"13293","675373","1",0,30,"TX",60.6,"1","0"
"13294","675374","1",0,6,"TX",85.7,"1","0"
"13295","675377","1",1,14,"TX",0,"1","1"
"13296","675379","2",0,30,"TX",0,"1","0"
"13297","675380","2",0,29,"TX",10.4,"1","0"
"13298","675386","2",0,30,"TX",222.2,"1","0"
"13299","675388","1",0,28,"TX",83.3,"1","0"
"13300","675390","1",0,30,"TX",85.1,"1","0"
"13301","675391","1",1,26,"TX",47.6,"1","1"
"13302","675392","1",0,20,"TX",50,"1","0"
"13303","675394","1",0,30,"TX",83.3,"1","0"
"13304","675395","1",0,27,"TX",418.6,"1","0"
"13305","675396","2",1,30,"TX",86.2,"1","1"
"13306","675398","1",0,11,"TX",50,"1","0"
"13307","675402","2",0,29,"TX",222.2,"1","0"
"13308","675406","1",1,15,"TX",289.5,"1","1"
"13309","675408","2",0,28,"TX",23.8,"1","0"
"13310","675409","2",0,15,"TX",158.9,"1","0"
"13311","675414","1",1,16,"TX",268.3,"1","1"
"13312","675415","2",1,26,"TX",338.2,"1","1"
"13313","675418","1",0,30,"TX",88.9,"1","0"
"13314","675420","1",1,12,"TX",0,"1","1"
"13315","675421","2",1,27,"TX",342.9,"1","1"
"13316","675423","2",0,30,"TX",0,"1","0"
"13317","675424","2",0,0,"TX",73.5,"0","0"
"13318","675428","1",1,30,"TX",0,"1","1"
"13319","675431","2",0,29,"TX",81.6,"1","0"
"13320","675433","1",1,24,"TX",60,"1","1"
"13321","675434","2",0,30,"TX",0,"1","0"
"13322","675437","2",0,30,"TX",0,"1","0"
"13323","675438","2",1,29,"TX",194.4,"1","1"
"13324","675439","2",0,30,"TX",92.6,"1","0"
"13325","675441","1",0,28,"TX",0,"1","0"
"13326","675443","1",0,13,"TX",800,"1","0"
"13327","675444","2",0,30,"TX",25,"1","0"
"13328","675445","1",0,27,"TX",26.3,"1","0"
"13329","675446","2",0,30,"TX",292.7,"1","0"
"13330","675452","2",0,14,"TX",0,"1","0"
"13331","675453","2",0,15,"TX",0,"1","0"
"13332","675454","2",0,30,"TX",164.4,"1","0"
"13333","675458","2",0,0,"TX",0,"0","0"
"13334","675459","1",0,30,"TX",0,"1","0"
"13335","675460","2",1,30,"TX",114.8,"1","1"
"13336","675462","2",0,28,"TX",233.3,"1","0"
"13337","675468","1",0,23,"TX",0,"1","0"
"13338","675469","2",0,24,"TX",0,"1","0"
"13339","675471","1",0,30,"TX",96.8,"1","0"
"13340","675475","2",1,10,"TX",0,"1","1"
"13341","675477","1",0,1,"TX",0,"1","0"
"13342","675478","2",0,29,"TX",298.5,"1","0"
"13343","675479","2",0,30,"TX",197.2,"1","0"
"13344","675483","1",0,14,"TX",0,"1","0"
"13345","675484","2",0,27,"TX",212.8,"1","0"
"13346","675485","1",0,19,"TX",687.5,"1","0"
"13347","675489","2",0,23,"TX",0,"1","0"
"13348","675490","2",0,13,"TX",202.9,"1","0"
"13349","675493","2",0,30,"TX",211.5,"1","0"
"13350","675494","2",0,30,"TX",112.9,"1","0"
"13351","675495","2",0,30,"TX",117.6,"1","0"
"13352","675496","2",0,29,"TX",219.5,"1","0"
"13353","675497","2",0,15,"TX",50,"1","0"
"13354","675498","2",0,25,"TX",133.3,"1","0"
"13355","675501","2",0,13,"TX",0,"1","0"
"13356","675502","1",1,12,"TX",181.8,"1","1"
"13357","675503","2",0,30,"TX",71.4,"1","0"
"13358","675506","2",1,25,"TX",71.4,"1","1"
"13359","675509","2",0,30,"TX",0,"1","0"
"13360","675513","1",0,30,"TX",69,"1","0"
"13361","675519","2",0,30,"TX",0,"1","0"
"13362","675522","1",0,30,"TX",0,"1","0"
"13363","675525","2",0,30,"TX",0,"1","0"
"13364","675527","2",0,22,"TX",0,"1","0"
"13365","675532","2",0,16,"TX",194.4,"1","0"
"13366","675533","1",0,30,"TX",0,"1","0"
"13367","675534","1",0,22,"TX",125,"1","0"
"13368","675536","1",0,27,"TX",0,"1","0"
"13369","675537","2",1,28,"TX",153.8,"1","1"
"13370","675538","2",0,30,"TX",114.3,"1","0"
"13371","675539","2",0,27,"TX",13,"1","0"
"13372","675540","2",0,13,"TX",17.2,"1","0"
"13373","675541","2",0,11,"TX",13,"1","0"
"13374","675542","1",0,30,"TX",58.8,"1","0"
"13375","675543","2",0,30,"TX",85.1,"1","0"
"13376","675546","2",1,28,"TX",158.5,"1","1"
"13377","675550","2",0,13,"TX",82,"1","0"
"13378","675553","2",0,28,"TX",60.6,"1","0"
"13379","675554","1",0,20,"TX",0,"1","0"
"13380","675556","2",0,15,"TX",114.8,"1","0"
"13381","675557","2",0,29,"TX",142.9,"1","0"
"13382","675560","1",2,30,"TX",20.8,"1","1"
"13383","675560","2",2,30,"TX",20.8,"1","1"
"13384","675561","1",0,22,"TX",133.3,"1","0"
"13385","675564","1",0,0,"TX",269.2,"0","0"
"13386","675568","2",0,25,"TX",150.7,"1","0"
"13387","675572","2",0,27,"TX",333.3,"1","0"
"13388","675579","2",0,30,"TX",127.9,"1","0"
"13389","675581","2",0,13,"TX",125,"1","0"
"13390","675587","2",1,29,"TX",31.7,"1","1"
"13391","675594","2",0,3,"TX",0,"1","0"
"13392","675595","1",0,30,"TX",0,"1","0"
"13393","675596","2",0,30,"TX",12.3,"1","0"
"13394","675597","2",0,28,"TX",209.3,"1","0"
"13395","675599","1",0,30,"TX",52.6,"1","0"
"13396","675602","2",0,22,"TX",45.5,"1","0"
"13397","675603","2",0,30,"TX",71.4,"1","0"
"13398","675606","2",0,22,"TX",182.9,"1","0"
"13399","675611","2",0,29,"TX",10.9,"1","0"
"13400","675612","2",0,23,"TX",62.5,"1","0"
"13401","675614","2",0,13,"TX",0,"1","0"
"13402","675617","2",0,24,"TX",180,"1","0"
"13403","675619","2",0,8,"TX",0,"1","0"
"13404","675620","2",0,30,"TX",0,"1","0"
"13405","675622","2",0,28,"TX",0,"1","0"
"13406","675624","1",0,30,"TX",0,"1","0"
"13407","675625","2",0,14,"TX",48.2,"1","0"
"13408","675630","1",0,29,"TX",205.9,"1","0"
"13409","675633","2",0,1,"TX",78.4,"1","0"
"13410","675635","2",0,26,"TX",127,"1","0"
"13411","675637","2",0,29,"TX",162.8,"1","0"
"13412","675638","2",0,8,"TX",123.8,"1","0"
"13413","675645","1",0,30,"TX",160,"1","0"
"13414","675646","1",0,30,"TX",50.8,"1","0"
"13415","675648","2",0,17,"TX",75.5,"1","0"
"13416","675649","2",0,27,"TX",188.7,"1","0"
"13417","675650","2",0,30,"TX",0,"1","0"
"13418","675654","1",0,28,"TX",0,"1","0"
"13419","675656","2",1,29,"TX",180,"1","1"
"13420","675663","1",0,30,"TX",64.5,"1","0"
"13421","675664","1",0,30,"TX",0,"1","0"
"13422","675666","2",0,20,"TX",80,"1","0"
"13423","675667","1",0,30,"TX",0,"1","0"
"13424","675668","2",4,29,"TX",145.5,"1","1"
"13425","675670","1",0,30,"TX",62.5,"1","0"
"13426","675671","2",0,29,"TX",0,"1","0"
"13427","675672","2",0,30,"TX",0,"1","0"
"13428","675677","1",0,30,"TX",680,"1","0"
"13429","675678","1",0,30,"TX",0,"1","0"
"13430","675680","2",0,15,"TX",38,"1","0"
"13431","675687","2",0,27,"TX",211.5,"1","0"
"13432","675689","2",0,30,"TX",87,"1","0"
"13433","675690","1",0,11,"TX",152.2,"1","0"
"13434","675691","1",0,11,"TX",25.6,"1","0"
"13435","675695","1",0,29,"TX",388.9,"1","0"
"13436","675696","2",0,15,"TX",44.1,"1","0"
"13437","675697","1",0,30,"TX",236.8,"1","0"
"13438","675700","2",0,29,"TX",0,"1","0"
"13439","675701","2",1,26,"TX",85.1,"1","1"
"13440","675702","1",0,30,"TX",0,"1","0"
"13441","675702","2",0,30,"TX",0,"1","0"
"13442","675703","2",0,30,"TX",87,"1","0"
"13443","675708","1",0,30,"TX",57.1,"1","0"
"13444","675709","2",0,28,"TX",0,"1","0"
"13445","675712","1",0,30,"TX",0,"1","0"
"13446","675714","2",0,19,"TX",47.6,"1","0"
"13447","675722","1",0,23,"TX",214.3,"1","0"
"13448","675723","1",1,27,"TX",81.6,"1","1"
"13449","675727","2",0,9,"TX",0,"1","0"
"13450","675733","2",1,27,"TX",179.5,"1","1"
"13451","675736","2",0,30,"TX",43.5,"1","0"
"13452","675739","2",0,29,"TX",0,"1","0"
"13453","675740","1",0,27,"TX",121.2,"1","0"
"13454","675743","2",1,30,"TX",0,"1","1"
"13455","675744","2",0,30,"TX",117.6,"1","0"
"13456","675746","2",0,30,"TX",103.8,"1","0"
"13457","675748","2",0,28,"TX",122,"1","0"
"13458","675755","2",0,28,"TX",27,"1","0"
"13459","675756","2",0,30,"TX",31.3,"1","0"
"13460","675757","2",0,30,"TX",8000,"1","0"
"13461","675759","2",0,30,"TX",144.9,"1","0"
"13462","675764","2",0,30,"TX",73.2,"1","0"
"13463","675765","2",0,25,"TX",70.8,"1","0"
"13464","675766","1",0,29,"TX",54.1,"1","0"
"13465","675767","2",0,29,"TX",84.7,"1","0"
"13466","675768","1",1,14,"TX",0,"1","1"
"13467","675769","2",0,29,"TX",200,"1","0"
"13468","675773","1",1,30,"TX",235.3,"1","1"
"13469","675774","2",0,30,"TX",134.3,"1","0"
"13470","675777","1",0,30,"TX",41.7,"1","0"
"13471","675779","2",0,28,"TX",117.1,"1","0"
"13472","675782","1",0,10,"TX",0,"1","0"
"13473","675783","2",0,30,"TX",52.6,"1","0"
"13474","675785","2",0,23,"TX",317.5,"1","0"
"13475","675786","1",0,30,"TX",0,"1","0"
"13476","675789","2",0,28,"TX",34.8,"1","0"
"13477","675790","2",0,27,"TX",66.7,"1","0"
"13478","675792","2",0,27,"TX",133.3,"1","0"
"13479","675793","2",0,6,"TX",0,"1","0"
"13480","675796","1",1,30,"TX",1000,"1","1"
"13481","675797","2",0,30,"TX",359,"1","0"
"13482","675798","2",0,29,"TX",26,"1","0"
"13483","675800","2",0,23,"TX",215.7,"1","0"
"13484","675802","2",0,30,"TX",129.9,"1","0"
"13485","675808","2",0,13,"TX",47.6,"1","0"
"13486","675809","2",0,10,"TX",23.3,"1","0"
"13487","675811","2",0,30,"TX",18.2,"1","0"
"13488","675812","2",0,30,"TX",145.5,"1","0"
"13489","675814","1",0,15,"TX",282.1,"1","0"
"13490","675814","2",0,15,"TX",282.1,"1","0"
"13491","675815","2",0,24,"TX",79.4,"1","0"
"13492","675816","2",0,25,"TX",166.7,"1","0"
"13493","675817","2",0,28,"TX",32.6,"1","0"
"13494","675818","2",0,30,"TX",453.3,"1","0"
"13495","675819","2",0,30,"TX",155.8,"1","0"
"13496","675820","2",0,29,"TX",122.4,"1","0"
"13497","675821","2",0,30,"TX",18.2,"1","0"
"13498","675823","2",0,6,"TX",93.8,"1","0"
"13499","675830","1",0,10,"TX",238.1,"1","0"
"13500","675831","2",0,24,"TX",203.1,"1","0"
"13501","675832","1",0,29,"TX",0,"1","0"
"13502","675834","1",0,30,"TX",76.9,"1","0"
"13503","675835","2",0,30,"TX",840.9,"1","0"
"13504","675837","1",0,30,"TX",235.3,"1","0"
"13505","675838","2",0,30,"TX",0,"1","0"
"13506","675840","2",0,15,"TX",117.6,"1","0"
"13507","675842","1",0,30,"TX",0,"1","0"
"13508","675846","1",0,19,"TX",395.3,"1","0"
"13509","675848","2",0,28,"TX",0,"1","0"
"13510","675849","2",0,29,"TX",21.7,"1","0"
"13511","675850","1",0,30,"TX",149.3,"1","0"
"13512","675851","1",0,24,"TX",193.5,"1","0"
"13513","675852","2",0,28,"TX",87,"1","0"
"13514","675853","1",0,30,"TX",156.9,"1","0"
"13515","675857","2",0,30,"TX",7,"1","0"
"13516","675858","2",0,30,"TX",245.3,"1","0"
"13517","675862","2",1,27,"TX",0,"1","1"
"13518","675863","2",0,30,"TX",44.6,"1","0"
"13519","675866","1",0,29,"TX",0,"1","0"
"13520","675867","1",0,24,"TX",0,"1","0"
"13521","675870","1",0,30,"TX",40.8,"1","0"
"13522","675870","2",0,30,"TX",40.8,"1","0"
"13523","675873","2",0,25,"TX",257.7,"1","0"
"13524","675874","2",0,30,"TX",0,"1","0"
"13525","675877","2",0,30,"TX",106.4,"1","0"
"13526","675878","2",0,18,"TX",145.5,"1","0"
"13527","675879","1",0,30,"TX",473.7,"1","0"
"13528","675881","1",0,30,"TX",189.2,"1","0"
"13529","675882","2",0,29,"TX",23.8,"1","0"
"13530","675883","2",0,26,"TX",0,"1","0"
"13531","675884","1",0,30,"TX",0,"1","0"
"13532","675885","2",0,30,"TX",51.7,"1","0"
"13533","675887","1",0,30,"TX",0,"1","0"
"13534","675888","1",0,13,"TX",40,"1","0"
"13535","675889","2",0,30,"TX",245.6,"1","0"
"13536","675891","2",0,27,"TX",82.2,"1","0"
"13537","675892","2",0,30,"TX",32.8,"1","0"
"13538","675893","1",1,30,"TX",428.6,"1","1"
"13539","675897","1",0,30,"TX",297.3,"1","0"
"13540","675899","2",0,19,"TX",0,"1","0"
"13541","675900","2",0,9,"TX",0,"1","0"
"13542","675901","2",0,25,"TX",37.5,"1","0"
"13543","675902","1",0,29,"TX",41.7,"1","0"
"13544","675903","1",0,17,"TX",0,"1","0"
"13545","675904","1",0,21,"TX",218.2,"1","0"
"13546","675905","2",0,30,"TX",133.3,"1","0"
"13547","675906","2",0,13,"TX",88.9,"1","0"
"13548","675907","1",1,29,"TX",0,"1","1"
"13549","675908","2",0,30,"TX",75,"1","0"
"13550","675909","2",0,23,"TX",255.1,"1","0"
"13551","675910","2",1,29,"TX",132.4,"1","1"
"13552","675913","2",0,0,"TX",109.6,"0","0"
"13553","675914","2",0,30,"TX",0,"1","0"
"13554","675915","2",0,20,"TX",166.7,"1","0"
"13555","675916","2",0,15,"TX",74.1,"1","0"
"13556","675918","2",0,30,"TX",93.8,"1","0"
"13557","675922","1",0,25,"TX",0,"1","0"
"13558","675923","1",0,29,"TX",0,"1","0"
"13559","675924","2",0,8,"TX",27,"1","0"
"13560","675927","2",0,28,"TX",180.3,"1","0"
"13561","675927","1",0,28,"TX",180.3,"1","0"
"13562","675928","2",0,22,"TX",250,"1","0"
"13563","675929","1",0,25,"TX",0,"1","0"
"13564","675930","2",0,30,"TX",79.4,"1","0"
"13565","675931","1",0,21,"TX",89.3,"1","0"
"13566","675932","2",0,27,"TX",164.6,"1","0"
"13567","675933","2",0,30,"TX",58,"1","0"
"13568","675934","1",0,28,"TX",243.2,"1","0"
"13569","675935","2",0,14,"TX",0,"1","0"
"13570","675937","2",0,18,"TX",117.6,"1","0"
"13571","675938","1",0,30,"TX",0,"1","0"
"13572","675939","2",1,21,"TX",169.8,"1","1"
"13573","675940","1",0,30,"TX",42.3,"1","0"
"13574","675942","2",0,30,"TX",0,"1","0"
"13575","675943","2",0,29,"TX",53.3,"1","0"
"13576","675944","2",0,22,"TX",234,"1","0"
"13577","675945","1",0,30,"TX",156.3,"1","0"
"13578","675946","2",0,30,"TX",12.5,"1","0"
"13579","675947","1",0,30,"TX",17.5,"1","0"
"13580","675952","1",0,30,"TX",0,"1","0"
"13581","675954","1",0,0,"TX",35.7,"0","0"
"13582","675956","2",0,29,"TX",125.7,"1","0"
"13583","675958","2",0,30,"TX",138.9,"1","0"
"13584","675959","2",0,30,"TX",145.5,"1","0"
"13585","675960","2",0,30,"TX",236.4,"1","0"
"13586","675961","2",0,25,"TX",210.5,"1","0"
"13587","675963","2",0,30,"TX",0,"1","0"
"13588","675964","1",0,30,"TX",0,"1","0"
"13589","675966","2",0,25,"TX",26.7,"1","0"
"13590","675968","2",0,30,"TX",65.9,"1","0"
"13591","675969","2",0,30,"TX",142.9,"1","0"
"13592","675970","1",0,25,"TX",0,"1","0"
"13593","675971","1",0,28,"TX",0,"1","0"
"13594","675972","2",1,30,"TX",28.6,"1","1"
"13595","675973","1",0,30,"TX",125,"1","0"
"13596","675974","2",0,23,"TX",80.6,"1","0"
"13597","675975","2",2,30,"TX",15.6,"1","1"
"13598","675976","1",0,15,"TX",0,"1","0"
"13599","675977","1",0,16,"TX",0,"1","0"
"13600","675978","1",0,14,"TX",83.3,"1","0"
"13601","675979","1",0,30,"TX",105.3,"1","0"
"13602","675980","1",0,30,"TX",0,"1","0"
"13603","675981","1",0,21,"TX",27,"1","0"
"13604","675982","1",0,27,"TX",596.2,"1","0"
"13605","675985","2",0,28,"TX",68.5,"1","0"
"13606","675986","2",0,29,"TX",301.6,"1","0"
"13607","675988","2",1,30,"TX",63.3,"1","1"
"13608","675989","1",0,30,"TX",0,"1","0"
"13609","675991","2",0,24,"TX",800,"1","0"
"13610","675995","2",1,12,"TX",176.5,"1","1"
"13611","675997","2",0,26,"TX",168.5,"1","0"
"13612","675998","2",0,2,"TX",23.8,"1","0"
"13613","675999","2",0,14,"TX",68.5,"1","0"
"13614","676000","2",0,18,"TX",33.9,"1","0"
"13615","676002","1",0,30,"TX",88.2,"1","0"
"13616","676003","2",0,16,"TX",187.5,"1","0"
"13617","676004","2",0,30,"TX",63.8,"1","0"
"13618","676005","2",0,30,"TX",73.2,"1","0"
"13619","676006","1",0,30,"TX",0,"1","0"
"13620","676007","2",0,6,"TX",13.9,"1","0"
"13621","676008","2",0,14,"TX",40.3,"1","0"
"13622","676009","1",0,30,"TX",0,"1","0"
"13623","676010","2",0,28,"TX",209.3,"1","0"
"13624","676012","2",0,28,"TX",206.9,"1","0"
"13625","676013","1",1,30,"TX",0,"1","1"
"13626","676014","2",1,30,"TX",27.8,"1","1"
"13627","676016","1",0,13,"TX",5500,"1","0"
"13628","676017","1",0,29,"TX",0,"1","0"
"13629","676019","2",0,22,"TX",218.8,"1","0"
"13630","676020","1",0,24,"TX",227.3,"1","0"
"13631","676021","1",0,30,"TX",57.1,"1","0"
"13632","676023","2",0,30,"TX",194.8,"1","0"
"13633","676026","1",0,17,"TX",103.4,"1","0"
"13634","676028","2",0,30,"TX",14.3,"1","0"
"13635","676029","2",0,30,"TX",75,"1","0"
"13636","676030","1",0,30,"TX",0,"1","0"
"13637","676031","1",0,23,"TX",250,"1","0"
"13638","676033","2",0,29,"TX",0,"1","0"
"13639","676034","2",0,30,"TX",0,"1","0"
"13640","676035","1",0,17,"TX",0,"1","0"
"13641","676036","2",0,30,"TX",45.5,"1","0"
"13642","676037","2",0,30,"TX",234,"1","0"
"13643","676039","2",0,28,"TX",34.5,"1","0"
"13644","676040","2",0,17,"TX",64.1,"1","0"
"13645","676041","1",0,29,"TX",22.7,"1","0"
"13646","676042","1",0,30,"TX",122,"1","0"
"13647","676042","2",0,30,"TX",122,"1","0"
"13648","676043","1",0,30,"TX",0,"1","0"
"13649","676045","2",0,16,"TX",65.8,"1","0"
"13650","676046","1",0,25,"TX",280,"1","0"
"13651","676047","2",0,30,"TX",0,"1","0"
"13652","676048","2",0,29,"TX",75.8,"1","0"
"13653","676049","2",0,30,"TX",44.1,"1","0"
"13654","676050","2",0,30,"TX",0,"1","0"
"13655","676051","1",0,29,"TX",71.4,"1","0"
"13656","676053","1",0,30,"TX",0,"1","0"
"13657","676057","2",0,30,"TX",146.3,"1","0"
"13658","676059","2",0,30,"TX",41.7,"1","0"
